id,name,feature_0,feature_1,feature_2
0,n0,0,2147483647,1
1,n1,0,2147483647,1
2,n2,2147483647,1,4
3,g0,0,0,1
4,g1,0,0,1
5,g2,0,0,1
6,g3,0,0,1
7,g4,0,0,1
8,g5,0,0,1
9,g6,0,0,1
10,g7,0,0,1
11,g8,0,0,1
12,g9,0,0,1
13,g10,0,0,1
14,g11,0,0,1
15,g12,0,0,1
16,g13,0,0,1
17,g14,0,0,1
18,g15,0,0,1
19,g16,0,0,1
20,g17,0,0,1
21,g18,0,0,1
22,g19,0,0,1
23,g20,0,0,1
24,g21,0,0,1
25,g22,0,0,1
26,g23,0,0,1
27,g24,0,0,1
28,g25,0,0,1
29,g26,0,0,1
30,g27,0,0,1
31,g28,0,0,1
32,g29,0,0,1
33,g30,0,0,1
34,g31,0,0,1
35,g32,5,2,5
36,g33,5,5,5
37,g34,5,5,5
38,g35,5,4,5
39,g36,5,5,5
40,g37,5,4,5
41,g38,5,5,5
42,g39,5,4,5
43,g40,5,5,5
44,g41,5,4,5
45,g42,5,5,5
46,g43,5,4,5
47,g44,5,5,5
48,g45,5,4,5
49,g46,5,5,5
50,g47,5,4,5
51,g48,5,5,5
52,g49,5,4,5
53,g50,5,5,5
54,g51,5,4,5
55,g52,5,5,5
56,g53,5,4,5
57,g54,5,5,5
58,g55,5,4,5
59,g56,5,5,5
60,g57,5,4,5
61,g58,5,5,5
62,g59,5,4,5
63,g60,5,5,5
64,g61,5,4,5
65,g62,5,5,5
66,g63,5,4,5
67,g64,5,4,5
68,g65,3,3,5
69,g66,4,4,5
70,g67,4,4,5
71,g68,4,4,5
72,g69,4,4,5
73,g70,4,4,5
74,g71,4,4,5
75,g72,4,4,5
76,g73,4,4,5
77,g74,4,4,5
78,g75,4,4,5
79,g76,4,4,5
80,g77,4,4,5
81,g78,4,4,5
82,g79,4,4,5
83,g80,4,4,5
84,g81,4,4,5
85,g82,4,4,5
86,g83,4,4,5
87,g84,4,4,5
88,g85,4,4,5
89,g86,4,4,5
90,g87,4,4,5
91,g88,4,4,5
92,g89,4,4,5
93,g90,4,4,5
94,g91,4,4,5
95,g92,4,4,5
96,g93,4,4,5
97,g94,4,4,5
98,g95,4,4,5
99,g96,4,4,5
100,g97,4,4,5
101,g98,3,3,4
102,g99,3,3,4
103,g100,3,3,4
104,g101,3,3,4
105,g102,3,3,4
106,g103,3,3,4
107,g104,3,3,4
108,g105,3,3,4
109,g106,3,3,4
110,g107,3,3,4
111,g108,3,3,4
112,g109,3,3,4
113,g110,3,3,4
114,g111,3,3,4
115,g112,3,3,4
116,g113,3,3,4
117,g114,3,3,4
118,g115,3,3,4
119,g116,3,3,4
120,g117,3,3,4
121,g118,3,3,4
122,g119,3,3,4
123,g120,3,3,4
124,g121,3,3,4
125,g122,3,3,4
126,g123,3,3,4
127,g124,3,3,4
128,g125,3,3,4
129,g126,3,3,4
130,g127,3,3,4
131,g128,3,3,4
132,g129,3,3,4
133,g130,5,3,3
134,g131,5,4,3
135,g132,5,3,3
136,g133,5,4,3
137,g134,5,3,3
138,g135,5,4,3
139,g136,5,3,3
140,g137,5,4,3
141,g138,5,4,3
142,g139,5,3,3
143,g140,5,4,3
144,g141,5,3,3
145,g142,5,4,3
146,g143,5,3,3
147,g144,5,4,3
148,g145,5,4,3
149,g146,5,3,3
150,g147,5,3,3
151,g148,5,4,3
152,g149,5,3,3
153,g150,5,4,3
154,g151,5,3,3
155,g152,5,4,3
156,g153,5,3,3
157,g154,5,4,3
158,g155,5,4,3
159,g156,5,3,3
160,g157,5,3,3
161,g158,5,3,3
162,g159,5,4,3
163,g160,5,3,3
164,g161,5,4,3
165,g162,4,3,4
166,g163,5,4,4
167,g164,4,4,4
168,g165,3,3,3
169,g166,2147483647,2,4
170,g167,2147483647,3,4
171,g168,4,3,4
172,g169,2147483647,2,4
173,g170,2147483647,3,4
174,g171,4,3,2
175,g172,4,3,2
176,g173,4,4,2
177,g174,4,4,2
178,g175,4,4,2
179,g176,4,4,2
180,g177,4,3,2
181,g178,4,4,2
182,g179,4,3,2
183,g180,4,3,2
184,g181,4,4,2
185,g182,4,3,2
186,g183,4,4,2
187,g184,4,4,2
188,g185,4,3,2
189,g186,4,4,2
190,g187,4,3,2
191,g188,4,4,2
192,g189,4,3,2
193,g190,4,4,2
194,g191,4,3,2
195,g192,4,4,2
196,g193,4,3,2
197,g194,4,4,2
198,g195,4,3,2
199,g196,4,4,2
200,g197,4,4,2
201,g198,4,3,2
202,g199,4,3,2
203,g200,4,4,2
204,g201,4,3,2
205,g202,4,4,2
206,g203,3,2,3
207,g204,2147483647,3,4
208,g205,2147483647,2,4
209,g206,2147483647,1,6
210,g207,4,1,5
211,g208,2,2,3
212,g209,2,2,3
213,g210,2,2,3
214,g211,2,2,3
215,g212,2,2,3
216,g213,2,2,3
217,g214,2,2,3
218,g215,2,2,3
219,g216,2,2,3
220,g217,2,2,3
221,g218,2,2,3
222,g219,2,2,3
223,g220,2,2,3
224,g221,2,2,3
225,g222,2,2,3
226,g223,2,2,3
227,g224,2,2,3
228,g225,2,2,3
229,g226,2,2,3
230,g227,2,2,3
231,g228,3,2,2
232,g229,3,3,2
233,g230,2147483647,1,6
234,g231,2,2,3
235,g232,2,2,3
236,g233,2,2,3
237,g234,2,2,3
238,g235,2,2,3
239,g236,2,2,3
240,g237,2,2,3
241,g238,2,2,3
242,g239,2,2,3
243,g240,2,2,3
244,g241,2,2,3
245,g242,2147483647,2,4
246,g243,2147483647,2,4
247,g244,2147483647,2,4
248,g245,2147483647,2,4
249,g246,2,2,3
250,g247,2147483647,2,4
251,g248,2,2,3
252,g249,2147483647,1,6
253,g250,2,2,4
254,g251,2,3,2
255,g252,2147483647,1,8
256,g253,2147483647,2,2
257,g254,2147483647,1,8
258,g255,2147483647,1,8
259,g256,2147483647,2,2
260,g257,2147483647,1,8
261,g258,2147483647,1,8
262,g259,1,2,2
263,g260,2147483647,3,2
264,g261,2147483647,1,8
265,g262,2147483647,1,8
266,g263,2147483647,1,8
267,g264,2147483647,1,8
268,g265,2147483647,1,8
269,g266,2147483647,1,8
270,g267,2147483647,1,8
271,g268,2147483647,2,4
272,g269,1,1,5
273,g270,2147483647,3,2
274,g271,2147483647,3,2
275,g272,2147483647,1,4
276,g273,2147483647,2,2
277,g274,2147483647,2,2
278,g275,2147483647,3,2
279,g276,2147483647,2,2
280,g277,2147483647,3,2
281,g278,2147483647,3,2
282,g279,2147483647,2,2
283,g280,2147483647,3,2
284,g281,2147483647,2,2
285,g282,2147483647,3,2
286,g283,2147483647,1,4
287,g284,2147483647,1,4
288,g285,2147483647,1,4
289,g286,2147483647,1,4
290,g287,2147483647,1,4
291,g288,2147483647,3,2
292,g289,2147483647,3,2
293,g290,2147483647,1,4
294,g291,2147483647,3,2
295,g292,2147483647,2,1
296,g293,2147483647,3,2
297,g294,2147483647,3,2
298,g295,2147483647,2,2
299,g296,2147483647,2,2
300,g297,2147483647,2,2
301,g298,2147483647,3,2
302,g299,2147483647,2,2
303,g300,2147483647,3,2
304,g301,2147483647,3,2
305,g302,2147483647,2,2
306,g303,2147483647,2,2
307,g304,2147483647,2,2
308,g305,2147483647,3,2
309,g306,2147483647,3,2
310,g307,2147483647,3,2
311,g308,2147483647,2,2
312,g309,2147483647,2,2
313,g310,2147483647,3,2
314,g311,2147483647,3,2
315,g312,2147483647,3,2
316,g313,2147483647,3,2
317,g314,2147483647,2,2
318,g315,2147483647,2,2
319,g316,2147483647,3,2
320,g317,2147483647,2,2
321,g318,2147483647,3,2
322,g319,2147483647,3,2
323,g320,2147483647,3,2
324,g321,2147483647,2,2
325,g322,2147483647,3,2
326,g323,2147483647,2,2
327,g324,2147483647,2,2
328,g325,2147483647,3,2
329,g326,2147483647,2,2
330,g327,2147483647,2,2
331,g328,2147483647,3,2
332,g329,2147483647,2,2
333,g330,2147483647,3,2
334,g331,2147483647,2,2
335,g332,2147483647,2,2
336,g333,2147483647,2,2
337,g334,2147483647,3,2
338,g335,2147483647,2,2
339,g336,2147483647,2,2
340,g337,2147483647,3,2
341,g338,2147483647,2,2
342,g339,2147483647,2,2
343,g340,2147483647,1,4
344,g341,2147483647,1,4
345,g342,2147483647,1,4
346,g343,2147483647,1,4
347,g344,2147483647,1,4
348,g345,2147483647,1,4
349,g346,2147483647,1,4
350,g347,2147483647,1,4
351,g348,2147483647,1,4
352,g349,2147483647,1,4
353,g350,2147483647,1,4
354,g351,2147483647,1,4
355,g352,2147483647,1,4
356,g353,2147483647,1,4
357,g354,2147483647,1,4
358,g355,2147483647,3,2
359,g356,2147483647,1,4
360,g357,2147483647,1,4
361,g358,2147483647,1,4
362,g359,2147483647,1,4
363,g360,2147483647,1,4
364,g361,2147483647,1,4
365,g362,2147483647,1,4
366,g363,2147483647,1,4
367,g364,2147483647,1,4
368,g365,2147483647,1,4
369,g366,2147483647,1,4
370,g367,2147483647,1,4
371,g368,2147483647,1,6
372,g369,2147483647,2,4
373,g370,2147483647,2,2
374,g371,2147483647,1,6
375,g372,2147483647,1,6
376,g373,2147483647,3,2
377,g374,2147483647,2,2
378,g375,2147483647,2,4
379,g376,2147483647,3,2
380,g377,2147483647,2,2
381,g378,2147483647,1,6
382,g379,2147483647,1,6
383,g380,2147483647,3,2
384,g381,2147483647,2,2
385,g382,2147483647,2,4
386,g383,2147483647,1,6
387,g384,2147483647,3,2
388,g385,2147483647,2,2
389,g386,2147483647,1,6
390,g387,2147483647,2,4
391,g388,2147483647,2,2
392,g389,2147483647,4,2
393,g390,2147483647,3,3
394,g391,2147483647,1,6
395,g392,2147483647,1,6
396,g393,2147483647,3,2
397,g394,2147483647,2,2
398,g395,2147483647,2,4
399,g396,2147483647,1,6
400,g397,2147483647,1,6
401,g398,2147483647,3,2
402,g399,2147483647,2,2
403,g400,2147483647,1,6
404,g401,2147483647,2,4
405,g402,2147483647,2,4
406,g403,2147483647,1,6
407,g404,2147483647,2,2
408,g405,2147483647,2,2
409,g406,2147483647,4,2
410,g407,2147483647,3,3
411,g408,2147483647,1,6
412,g409,2147483647,1,6
413,g410,2147483647,2,4
414,g411,2147483647,2,2
415,g412,2147483647,4,2
416,g413,2147483647,3,3
417,g414,2147483647,4,2
418,g415,2147483647,3,3
419,g416,2147483647,1,6
420,g417,2147483647,1,6
421,g418,2147483647,3,2
422,g419,2147483647,2,3
423,g420,2147483647,2,4
424,g421,2147483647,1,6
425,g422,2147483647,1,6
426,g423,2147483647,2,2
427,g424,2147483647,2,2
428,g425,2147483647,1,6
429,g426,2147483647,2,4
430,g427,2147483647,2,4
431,g428,2147483647,1,6
432,g429,2147483647,2,2
433,g430,2147483647,2,2
434,g431,2147483647,4,2
435,g432,2147483647,3,3
436,g433,2147483647,1,6
437,g434,2147483647,1,6
438,g435,2147483647,2,4
439,g436,2147483647,2,2
440,g437,2147483647,4,2
441,g438,2147483647,3,3
442,g439,2147483647,4,2
443,g440,2147483647,3,3
444,g441,2147483647,1,6
445,g442,2147483647,1,6
446,g443,2147483647,3,2
447,g444,2147483647,2,3
448,g445,2147483647,2,4
449,g446,2147483647,1,6
450,g447,2147483647,2,2
451,g448,2147483647,2,2
452,g449,2147483647,1,6
453,g450,2147483647,2,4
454,g451,2147483647,2,2
455,g452,2147483647,4,2
456,g453,2147483647,3,3
457,g454,2147483647,1,6
458,g455,2147483647,1,6
459,g456,2147483647,2,3
460,g457,2147483647,2,3
461,g458,2147483647,3,2
462,g459,2147483647,2,3
463,g460,2147483647,2,4
464,g461,2147483647,2,3
465,g462,2147483647,2,2
466,g463,2147483647,2,2
467,g464,2147483647,2,3
468,g465,2147483647,1,6
469,g466,2147483647,2,4
470,g467,2147483647,2,2
471,g468,2147483647,2,2
472,g469,2147483647,2,2
473,g470,2147483647,2,2
474,g471,2147483647,2,2
475,g472,2147483647,2,2
476,g473,2147483647,3,2
477,g474,2147483647,2,2
478,g475,2147483647,1,8
479,g476,2147483647,1,4
480,g477,2147483647,1,4
481,g478,2147483647,1,4
482,g479,2147483647,1,4
483,g480,2147483647,1,4
484,g481,2147483647,1,4
485,g482,2147483647,1,4
486,g483,2147483647,1,4
487,g484,2147483647,1,4
488,g485,2147483647,1,4
489,g486,2147483647,1,4
490,g487,2147483647,1,4
491,g488,2147483647,1,4
492,g489,2147483647,1,4
493,g490,2147483647,1,4
494,g491,2147483647,1,4
495,g492,2147483647,1,4
496,g493,2147483647,1,4
497,g494,2147483647,1,4
498,g495,2147483647,1,4
499,g496,2147483647,1,4
500,g497,2147483647,1,4
501,g498,2147483647,1,4
502,g499,2147483647,1,4
503,g500,2147483647,1,4
504,g501,2147483647,1,4
505,g502,2147483647,1,4
506,g503,2147483647,1,4
507,g504,2147483647,1,4
508,g505,2147483647,1,4
509,g506,2147483647,1,4
510,g507,2147483647,1,6
511,g508,2147483647,2,4
512,g509,2147483647,2,2
513,g510,2147483647,1,6
514,g511,2147483647,1,6
515,g512,2147483647,3,2
516,g513,2147483647,2,2
517,g514,2147483647,2,4
518,g515,2147483647,3,2
519,g516,2147483647,2,2
520,g517,2147483647,1,6
521,g518,2147483647,1,6
522,g519,2147483647,3,2
523,g520,2147483647,2,2
524,g521,2147483647,2,4
525,g522,2147483647,1,6
526,g523,2147483647,3,2
527,g524,2147483647,2,2
528,g525,2147483647,1,6
529,g526,2147483647,2,4
530,g527,2147483647,2,2
531,g528,2147483647,4,2
532,g529,2147483647,3,3
533,g530,2147483647,1,6
534,g531,2147483647,1,6
535,g532,2147483647,3,2
536,g533,2147483647,2,2
537,g534,2147483647,2,4
538,g535,2147483647,1,6
539,g536,2147483647,1,6
540,g537,2147483647,3,2
541,g538,2147483647,2,2
542,g539,2147483647,1,6
543,g540,2147483647,2,4
544,g541,2147483647,2,4
545,g542,2147483647,1,6
546,g543,2147483647,2,2
547,g544,2147483647,2,2
548,g545,2147483647,4,2
549,g546,2147483647,3,3
550,g547,2147483647,1,6
551,g548,2147483647,1,6
552,g549,2147483647,2,4
553,g550,2147483647,2,2
554,g551,2147483647,4,2
555,g552,2147483647,3,3
556,g553,2147483647,4,2
557,g554,2147483647,3,3
558,g555,2147483647,1,6
559,g556,2147483647,1,6
560,g557,2147483647,3,2
561,g558,2147483647,2,3
562,g559,2147483647,2,4
563,g560,2147483647,1,6
564,g561,2147483647,1,6
565,g562,2147483647,2,2
566,g563,2147483647,2,2
567,g564,2147483647,1,6
568,g565,2147483647,2,4
569,g566,2147483647,2,4
570,g567,2147483647,1,6
571,g568,2147483647,2,2
572,g569,2147483647,2,2
573,g570,2147483647,4,2
574,g571,2147483647,3,3
575,g572,2147483647,1,6
576,g573,2147483647,1,6
577,g574,2147483647,2,4
578,g575,2147483647,2,2
579,g576,2147483647,4,2
580,g577,2147483647,3,3
581,g578,2147483647,4,2
582,g579,2147483647,3,3
583,g580,2147483647,1,6
584,g581,2147483647,1,6
585,g582,2147483647,3,2
586,g583,2147483647,2,3
587,g584,2147483647,2,4
588,g585,2147483647,1,6
589,g586,2147483647,2,2
590,g587,2147483647,2,2
591,g588,2147483647,1,6
592,g589,2147483647,2,4
593,g590,2147483647,2,2
594,g591,2147483647,4,2
595,g592,2147483647,3,3
596,g593,2147483647,1,6
597,g594,2147483647,1,6
598,g595,2147483647,2,3
599,g596,2147483647,2,3
600,g597,2147483647,3,2
601,g598,2147483647,2,3
602,g599,2147483647,2,4
603,g600,2147483647,2,3
604,g601,2147483647,2,2
605,g602,2147483647,2,2
606,g603,2147483647,2,3
607,g604,2147483647,1,6
608,g605,2147483647,2,4
609,g606,2147483647,2,2
610,g607,2147483647,2,2
611,g608,2147483647,2,2
612,g609,2147483647,2,2
613,g610,2147483647,2,2
614,g611,2147483647,2,2
615,g612,2147483647,3,2
616,g613,2147483647,2,2
617,g614,2147483647,1,8
618,g615,2147483647,1,4
619,g616,2147483647,1,4
620,g617,2147483647,1,4
621,g618,2147483647,1,4
622,g619,2147483647,1,4
623,g620,2147483647,1,4
624,g621,2147483647,1,4
625,g622,2147483647,1,4
626,g623,2147483647,1,4
627,g624,2147483647,1,4
628,g625,2147483647,1,4
629,g626,2147483647,1,4
630,g627,2147483647,1,4
631,g628,2147483647,1,4
632,g629,2147483647,1,4
633,g630,2147483647,1,4
634,g631,2147483647,1,4
635,g632,2147483647,1,4
636,g633,2147483647,1,4
637,g634,2147483647,1,4
638,g635,2147483647,1,4
639,g636,2147483647,1,4
640,g637,2147483647,1,4
641,g638,2147483647,1,4
642,g639,2147483647,1,4
643,g640,2147483647,1,4
644,g641,2147483647,1,4
645,g642,2147483647,1,4
646,g643,2147483647,1,4
647,g644,2147483647,1,4
648,g645,2147483647,1,4
649,g646,2147483647,1,6
650,g647,2147483647,4,4
651,g648,2147483647,3,4
652,g649,2147483647,2,4
653,g650,2147483647,4,4
654,g651,2147483647,3,4
655,g652,2147483647,3,4
656,g653,2147483647,3,4
657,g654,2147483647,1,6
658,g655,2147483647,2,3
659,g656,2147483647,2,4
660,g657,2147483647,2,4
661,g658,2147483647,2,4
662,g659,2147483647,2,4
663,g660,2147483647,2,4
664,g661,2147483647,2,4
665,g662,2147483647,1,8
666,g663,2147483647,1,8
667,g664,2147483647,1,8
668,g665,2147483647,1,8
669,g666,2147483647,1,8
670,g667,2147483647,1,8
671,g668,2147483647,1,8
672,g669,2147483647,1,8
673,g670,2147483647,1,8
674,g671,2147483647,1,8
675,g672,2147483647,1,8
676,g673,2147483647,1,8
677,g674,2147483647,1,8
678,g675,2147483647,1,8
679,g676,2147483647,1,4
680,g677,2147483647,2,4
681,g678,2147483647,3,4
682,g679,2147483647,3,4
683,g680,2147483647,3,4
684,g681,2147483647,3,4
685,g682,2147483647,3,4
686,g683,2147483647,3,4
687,g684,2147483647,3,4
688,g685,2147483647,3,4
689,g686,2147483647,3,4
690,g687,2147483647,3,4
691,g688,2147483647,3,4
692,g689,2147483647,3,4
693,g690,2147483647,3,4
694,g691,2147483647,3,4
695,g692,2147483647,3,4
696,g693,2147483647,3,4
697,g694,2147483647,3,4
698,g695,2147483647,3,4
699,g696,2147483647,3,4
700,g697,2147483647,3,4
701,g698,2147483647,3,4
702,g699,2147483647,3,4
703,g700,2147483647,3,4
704,g701,2147483647,3,4
705,g702,2147483647,3,4
706,g703,2147483647,3,4
707,g704,2147483647,3,4
708,g705,2147483647,3,4
709,g706,2147483647,3,4
710,g707,2147483647,3,4
711,g708,2147483647,2,4
712,g709,2147483647,2,4
713,g710,2147483647,2,4
714,g711,2147483647,2,4
715,g712,2147483647,2,4
716,g713,2147483647,2,4
717,g714,2147483647,2,4
718,g715,2147483647,2,4
719,g716,2147483647,2,4
720,g717,2147483647,2,4
721,g718,2147483647,2,4
722,g719,2147483647,2,4
723,g720,2147483647,2,4
724,g721,2147483647,2,4
725,g722,2147483647,2,4
726,g723,2147483647,2,4
727,g724,2147483647,2,4
728,g725,2147483647,2,4
729,g726,2147483647,2,4
730,g727,2147483647,2,4
731,g728,2147483647,2,4
732,g729,2147483647,2,4
733,g730,2147483647,2,4
734,g731,2147483647,2,4
735,g732,2147483647,2,4
736,g733,2147483647,2,4
737,g734,2147483647,2,4
738,g735,2147483647,2,4
739,g736,2147483647,2,4
740,g737,2147483647,2,4
741,g738,2147483647,2,4
742,g739,2147483647,1,5
743,g740,2147483647,1,5
744,g741,2147483647,1,5
745,g742,2147483647,1,5
746,g743,2147483647,1,5
747,g744,2147483647,1,5
748,g745,2147483647,1,5
749,g746,2147483647,1,5
750,g747,2147483647,1,5
751,g748,2147483647,1,5
752,g749,2147483647,1,5
753,g750,2147483647,1,5
754,g751,2147483647,1,5
755,g752,2147483647,1,5
756,g753,2147483647,1,5
757,g754,2147483647,1,5
758,g755,2147483647,1,5
759,g756,2147483647,1,5
760,g757,2147483647,1,5
761,g758,2147483647,1,5
762,g759,2147483647,1,5
763,g760,2147483647,1,5
764,g761,2147483647,1,5
765,g762,2147483647,1,5
766,g763,2147483647,1,5
767,g764,2147483647,1,5
768,g765,2147483647,1,5
769,g766,2147483647,1,5
770,g767,2147483647,1,5
771,g768,2147483647,1,5
772,g769,2147483647,1,5
773,g770,2147483647,1,5
774,g771,2147483647,1,5
775,g772,2147483647,1,5
776,g773,2147483647,1,5
777,g774,2147483647,1,5
778,g775,2147483647,1,5
779,g776,2147483647,1,5
780,g777,2147483647,1,5
781,g778,2147483647,1,5
782,g779,2147483647,1,5
783,g780,2147483647,1,5
784,g781,2147483647,1,5
785,g782,2147483647,1,5
786,g783,2147483647,1,5
787,g784,2147483647,1,5
788,g785,2147483647,1,5
789,g786,2147483647,1,5
790,g787,2147483647,1,5
791,g788,2147483647,1,5
792,g789,2147483647,1,5
793,g790,2147483647,1,5
794,g791,2147483647,1,5
795,g792,2147483647,1,5
796,g793,2147483647,1,5
797,g794,2147483647,1,5
798,g795,2147483647,1,5
799,g796,2147483647,1,5
800,g797,2147483647,1,5
801,g798,2147483647,1,5
802,g799,2147483647,1,5
803,g800,2147483647,1,5
804,g801,2147483647,1,5
805,g802,2147483647,1,4
806,g803,2147483647,1,4
807,g804,2147483647,1,4
808,g805,2147483647,1,4
809,g806,2147483647,1,4
810,g807,2147483647,1,4
811,g808,2147483647,1,4
812,g809,2147483647,1,4
813,g810,2147483647,1,4
814,g811,2147483647,1,4
815,g812,2147483647,1,4
816,g813,2147483647,1,4
817,g814,2147483647,1,4
818,g815,2147483647,1,4
819,g816,2147483647,1,4
820,g817,2147483647,1,4
821,g818,2147483647,1,4
822,g819,2147483647,1,4
823,g820,2147483647,1,4
824,g821,2147483647,1,4
825,g822,2147483647,1,4
826,g823,2147483647,1,4
827,g824,2147483647,1,4
828,g825,2147483647,1,4
829,g826,2147483647,1,4
830,g827,2147483647,1,4
831,g828,2147483647,1,4
832,g829,2147483647,1,4
833,g830,2147483647,1,4
834,g831,2147483647,1,4
835,g832,2147483647,1,4
836,g833,2147483647,1,4
837,g834,2147483647,1,4
838,g835,2147483647,1,4
839,g836,2147483647,1,4
840,g837,2147483647,1,4
841,g838,2147483647,1,4
842,g839,2147483647,1,4
843,g840,2147483647,1,4
844,g841,2147483647,1,4
845,g842,2147483647,1,4
846,g843,2147483647,1,4
847,g844,2147483647,1,4
848,g845,2147483647,1,4
849,g846,2147483647,1,4
850,g847,2147483647,1,4
851,g848,2147483647,1,4
852,g849,2147483647,1,4
853,g850,2147483647,1,4
854,g851,2147483647,1,4
855,g852,2147483647,1,4
856,g853,2147483647,1,4
857,g854,2147483647,1,4
858,g855,2147483647,1,4
859,g856,2147483647,1,4
860,g857,2147483647,1,4
861,g858,2147483647,1,4
862,g859,2147483647,1,4
863,g860,2147483647,1,4
864,g861,2147483647,1,4
865,g862,2147483647,1,4
866,g863,2147483647,1,4
867,g864,2147483647,1,4
868,g865,-2147483648,5,5
869,g866,2147483647,4,4
870,g867,2147483647,4,4
871,g868,2147483647,3,4
872,g869,2147483647,3,4
873,g870,2147483647,2,4
874,g871,2147483647,2,4
875,g872,2147483647,3,4
876,g873,6,6,7
877,g874,6,6,7
878,g875,6,6,7
879,g876,6,5,7
880,g877,6,3,7
881,g878,6,5,7
882,g879,6,5,7
883,g880,6,6,7
884,g881,2147483647,1,8
885,g882,2147483647,2,2
886,g883,2147483647,2,2
887,g884,2147483647,2,2
888,g885,2147483647,2,2
889,g886,2147483647,1,8
890,g887,2147483647,1,8
891,g888,2147483647,1,8
892,g889,2147483647,1,4
893,g890,2147483647,1,4
894,g891,2147483647,1,4
895,g892,2147483647,1,4
896,g893,2147483647,1,4
897,g894,2147483647,1,4
898,g895,2147483647,1,4
899,g896,2147483647,1,4
900,g897,1,2147483647,1
